Source,Team,Rank,ensembl_gene_id,hgnc_symbol,Target_Choice_Justification,Predicted_Therapeutic_Direction,Data_used_to_support_target_selection,data_synapseID,study,input_data
AMP-AD,Emory,10,ENSG00000115194,SLC30A3,SLC30A3 was identified as a potential driver protein based on protein coexpression analysis. The group of proteins coexpressed with SLC30A3 is conserved across the 3 datasets considered and is enriched in neuronal marker proteins. SLC30A3 has decreased abundance in AD across all 3 cohorts examined.,"Agonism predicted to reduce disease progression. Enhance activity. Age dependent loss of transsynaptic zinc ion movement leads to cognitive loss in at least one study (Adlard et al, J Neurosci, 2010)","Discovery quantitative proteomics of FrCx 
 WPCNA of multiple and consensus cohorts
 ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Emory,11,ENSG00000079462,PAFAH1B3,"PAFAH1B3 was identified as a potential driver protein based on protein coexpression analysis. The groups of proteins coexpressed with PAFAH1B3 varied across across the datasets considered; in Banner, the coexpressed group was enriched in inflammatory process proteins, whereas in BLSA, the group of coexpressed proteins was enriched for regulation of apoptosis. PAFAH1B3 has increased abundance in AD.","Agonism predicted to reduce disease progression. Enhance activity of the catalytic complex, despite this subunit being elevated in AD. Highly expressed in astrocytes, which proliferate in AD. Platelet-activating factor (PAF) is neurotoxic, and this catalytic subunit inactivates PAF by removing the acetyl group at the sn-2 position. May require coregulation of other 2 catalytic subunits.","Discovery quantitative proteomics of FrCx 
 WPCNA of multiple and consensus cohorts
 ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Emory,12,ENSG00000171992,SYNPO,SYNPO was identified as a potential driver protein based on protein coexpression analysis. The group of proteins coexpressed with SYNPO is generally conserved across the datasets considered and is enriched in synaptic proteins. SYNPO has decreased abundance in AD across cohorts examined.,"Agonism predicted to reduce disease progression. Re-establish expression in context of neuronal cells. Seen in multiple studies to decrease in AD with increasing cognitive inhibition, previously in entorhinal cortex and hippocampus (Saura et al, Front. Cell. Neurosci., 2015, and references therein)","Discovery quantitative proteomics of FrCx 
 WPCNA of multiple and consensus cohorts
 ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Emory,13,ENSG00000128564,VGF,"VGF was identified as both a potential driver and a protein linking different groups of coexpressed proteins, each with neuronal and/or cell projection marker enrichment. VGF protein-derived peptides as a group have highly consistent decreased levels in AD, progressive with severity, and these levels are negatively correlated with the two hallmark pathologies of AD, namely CERAD as a measure of plaque burden, and Braak score as a measure of extent of tangle pathology spread.","Unknown. Possibly activate (promote neurogenesis/homing), since reduced in AD. VGF gene product propeptide is cleaved in vivo into multiple active and inactive fragments.","Discovery quantitative proteomics of FrCx 
 WPCNA of multiple and consensus cohorts
 ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Emory,14,ENSG00000114554,PLXNA1,PLXNA1 was identified as a potential driver protein based on protein coexpression analysis of the BLSA cohort. The group of proteins coexpressed with PLXNA1 is conserved across the datasets considered and is enriched in neuronal proteins. PLXNA1 has decreased abundance in AD across the examined cohorts.,"Agonism predicted to reduce disease progression. Possibly activate (promote axon guidance), since reduced in AD.","Discovery quantitative proteomics of FrCx 
 WPCNA of multiple and consensus cohorts
 ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Emory,15,ENSG00000164061,BSN,BSN was identified as a potential driver protein based on protein coexpression analysis of the BLSA cohort. The group of proteins coexpressed with BSN is conserved across the datasets considered and is enriched in neuronal proteins. BSN has decreased abundance in AD across the examined cohorts.,"Agonism predicted to reduce disease progression. Activate, to increase maintainence of synapse integrity and proteostasis (per Waites et al, EMBO J, 2013).","Discovery quantitative proteomics of FrCx 
 WPCNA of multiple and consensus cohorts
 ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Emory,16,ENSG00000173227,SYT12,SYT12 was identified as a potential driver protein based on protein coexpression analysis of the BLSA and Banner cohorts. The group of proteins coexpressed with SYT12 is conserved across the datasets considered and is enriched in synaptic proteins. SYT12 has decreased abundance in AD across the examined cohorts.,"Agonism predicted to reduce disease progression. Possibly activate (promote synaptic function), since reduced in AD.","Discovery quantitative proteomics of FrCx 
 WPCNA of multiple and consensus cohorts
 ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Emory,17,ENSG00000197283,SYNGAP1,SYNGAP1 was identified as a potential driver protein based on protein coexpression analysis of the BLSA cohort. The group of proteins coexpressed with SYNGAP1 is conserved across the datasets considered and is enriched in neuronal proteins. SYNGAP1 has decreased abundance in AD across the examined cohorts.,"Agonism predicted to reduce disease progression. Wnt-5a increases SYNGAP1 expression which co-increases with CAMKII phosphorylation; sensitive to amyloid beta oligomers (according to Codocedo, et al, Front Cell Neurosci, 2015).","Discovery quantitative proteomics of FrCx 
 WPCNA of multiple and consensus cohorts
 ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Emory,18,ENSG00000175866,BAIAP2,BAIAP2 was identified as a potential driver protein based on protein coexpression analysis of the BLSA and ACT cohorts. The group of proteins coexpressed with BAIAP2 is conserved across the datasets considered and is enriched in synaptic proteins. BAIAP2 has decreased abundance in AD across the examined cohorts.,"Agonism predicted to reduce disease progression. Increase activity to inhibit NMDA R hyperfunction and cognifitve deficits, reenabling dendritic spine development (according to Kang et al, Neuropharmacology, 2016).","Discovery quantitative proteomics of FrCx 
 WPCNA of multiple and consensus cohorts
 ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Emory,19,ENSG00000106211,HSPB1,"HSPB1 was identified as a potential driver protein based on protein coexpression analysis of the BLSA and ACT cohorts. The group of proteins coexpressed with HSPB1 is conserved across the datasets considered and is enriched in inflammatory processes, and for protein products of genes near loci previously associated with AD risk. HSPB1 has increased abundance in AD across the examined cohorts.","Unknown. As a small oligomeric HSP, phosphorylation regulates its oligomerization and activity in protein quality control; this phosphorylation was previously seen to be dysregulated in AD (Dammer et al, Proteomics, 2014), and the overall increase does not necessarily represent more functional protein in cell types which may need it most.","Discovery quantitative proteomics of FrCx 
 WPCNA of multiple and consensus cohorts
 ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Emory,20,ENSG00000006125,AP2B1,AP2B1 was identified as a potential driver protein based on protein coexpression analysis of the BLSA cohort. The group of proteins coexpressed with AP2B1 is conserved across the datasets considered and is enriched in neuronal proteins. AP2B1 has decreased abundance in AD across the examined cohorts.,"Agonism predicted to reduce disease progression. Possibly activate (promote synaptic vesicle traffic); may be a passenger hub, as it represents a decreasing cell type (neurons).","Discovery quantitative proteomics of FrCx 
 WPCNA of multiple and consensus cohorts
 ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Duke,top20,ENSG00000153046,CDYL,"Branched-chain amino acids (BCAA; valine, leucine, isoleucine) are significantly associated with AD endophenotypes in ADNI-1. Metabololics GWAS in ADNI-1 implicates a link between valine levels and CDYL. The encoded protein is a corepressor of REST which is a central repressor of AD pathogenesis.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining.",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,top20,ENSG00000126821,SGPP1,Sphingolipids are associated with early and late pathogenic events in the ADNI-1 cohort. Metabolomics GWAS in ADNI-1 implicates enzymes of the canonical sphingolipid metabolism (synthesis and degradation). Sphingosine-1-Phosphate (S1P) is a very important neuroprotective factor that is significantly downregulated in Alzheimer's disease. SGPP1 degrades S1P.,Antagonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,top20,ENSG00000012504,NR1H4,"Bile acids are significantly associated with AD endophenotypes in ADNI-1, a finding that is replicated in ADNI-Go/-2. Cholesterol dysregulation and dysfunctional cholesterol clearance is one of the central biochemical changes observed in AD. FXR is the main target of bile acid level changes in ADNI, and its expression is inhibited by low levels of APOE / high cholesterol. FXR modulates APOE, APOC1, APOC4, PPARA expression to govern lipid homeostasis. Drugs targeting the FXR system are currently under development. Trans-eQTL analysis of genetic variation in NR1H4 implicates expressional regulation of important repectors in brain, SLC1A2 that terminates the postsynaptic action of glutamate and the melatonin receptor MTNR1A.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,top20,ENSG00000172296,SPTLC3,Sphingolipids are associated with early and late pathogenic events in the ADNI-1 cohort. Metabolomics GWAS in ADNI-1 implicates enzymes of the canonical sphingolipid metabolism (synthesis and degradation). SPTLC3 is associated with different sphingolipid species at genome-wide significance in ADNI-1 and catalyzes the rate-limiting step of sphingolipid synthesis. Suppression of the entire sphingolipid biosynthetic pathway by inhibition of serine palmitoyl transferase affects production of amyloid-beta 42.,Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,top20,ENSG00000134324,LPIN1,"Cholesterol dysregulation and dysfunctional cholesterol clearance is one of the central biochemical changes observed in AD. The expression of LPIN1 is inhibited by low levels of APOE / high cholesterol. LPIN1 interacts with PPARA to modulate lipid homeostasis and regulates expression of CPT1A that initiates oxidation of long-chain fatty acids, a process that seems to be impaired across stages of AD pathogenesis as determined by our analysis of concentration changes of lipids in the ADNI-1 cohort.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,top20,ENSG00000170989,S1PR1,Sphingolipids are associated with early and late pathogenic events in the ADNI-1 cohort. Metabolomics GWAS in ADNI-1 implicates enzymes of the canonical sphingolipid metabolism (synthesis and degradation). Sphingosine-1-Phosphate (S1P) is a very important neuroprotective factor that is significantly downregulated in Alzheimer's disease. Receptor agonists for S1PR1 may pose an alternative for targeting S1P degrading enzymes. Activation of S1PR1 was shown to improve cognitive function in AD model rats.,Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,top20,ENSG00000166224,SGPL1,Sphingolipids are associated with early and late pathogenic events in the ADNI-1 cohort. Metabolomics GWAS in ADNI-1 implicates enzymes of the canonical sphingolipid metabolism (synthesis and degradation). Sphingosine-1-Phosphate (S1P) is a very important neuroprotective factor that is significantly downregulated in Alzheimer's disease. SGPL1 degrades S1P.,Antagonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,top20,ENSG00000025434,NR1H3,"Bile acids are significantly associated with AD endophenotypes in ADNI-1, a finding that is replicated in ADNI-Go/-2. LXR-alpha and -beta are oxysterol activated nuclear receptors that play essential role in lipid (incl. bile acid) and glucose homeostasis, steroidogenesis and inflammatory responses. Genetic loss of either lxra or lxrß in APP/PS1 transgenic mice results in increased amyloid plaque load. LXR agonists have been described to inhibit neuroinflammation, activate cholesterol efflux pathways, and downregulate APP processing.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
